league,split,date,week,game,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,result
NALCS,2018-2,43309.82816,6,1,Red,Top,Ssumday,100 Thieves,Gangplank,Aatrox,Rakan,Nocturne,Azir,Zoe,1
NALCS,2018-2,43309.82816,6,1,Red,Jungle,AnDa,100 Thieves,Graves,Aatrox,Rakan,Nocturne,Azir,Zoe,1
NALCS,2018-2,43309.82816,6,1,Red,Middle,Ryu,100 Thieves,Orianna,Aatrox,Rakan,Nocturne,Azir,Zoe,1
NALCS,2018-2,43309.82816,6,1,Red,ADC,Cody Sun,100 Thieves,Lucian,Aatrox,Rakan,Nocturne,Azir,Zoe,1
NALCS,2018-2,43309.82816,6,1,Red,Support,aphromoo,100 Thieves,Braum,Aatrox,Rakan,Nocturne,Azir,Zoe,1
NALCS,2018-2,43309.82816,6,1,Blue,Team,Team,Clutch Gaming, ,Kindred,Varus,Taliyah,Jhin,LeBlanc,0
NALCS,2018-2,43309.82816,6,1,Red,Team,Team,100 Thieves, ,Aatrox,Rakan,Nocturne,Azir,Zoe,1
NALCS,2018-2,43310.55694,6,2,Blue,Top,Flame,FlyQuest,Kennen,Rakan,Orianna,Varus,Ryze,LeBlanc,1
NALCS,2018-2,43310.55694,6,2,Blue,Jungle,Santorin,FlyQuest,Sejuani,Rakan,Orianna,Varus,Ryze,LeBlanc,1
NALCS,2018-2,43310.55694,6,2,Blue,Middle,Keane,FlyQuest,Zoe,Rakan,Orianna,Varus,Ryze,LeBlanc,1
NALCS,2018-2,43310.55694,6,2,Blue,ADC,WILDTURTLE,FlyQuest,Ashe,Rakan,Orianna,Varus,Ryze,LeBlanc,1
NALCS,2018-2,43310.55694,6,2,Blue,Support,JayJ,FlyQuest,Tahm Kench,Rakan,Orianna,Varus,Ryze,LeBlanc,1
NALCS,2018-2,43310.55694,6,2,Red,Top,Hauntzer,Team SoloMid,Gnar,Aatrox,Nocturne,Taliyah,Gangplank,Kindred,0
NALCS,2018-2,43310.55694,6,2,Red,Jungle,Grig,Team SoloMid,Trundle,Aatrox,Nocturne,Taliyah,Gangplank,Kindred,0
NALCS,2018-2,43310.55694,6,2,Red,Middle,Bjergsen,Team SoloMid,Syndra,Aatrox,Nocturne,Taliyah,Gangplank,Kindred,0
NALCS,2018-2,43310.55694,6,2,Red,ADC,Zven,Team SoloMid,Ezreal,Aatrox,Nocturne,Taliyah,Gangplank,Kindred,0
NALCS,2018-2,43310.55694,6,2,Red,Support,Mithy,Team SoloMid,Braum,Aatrox,Nocturne,Taliyah,Gangplank,Kindred,0
NALCS,2018-2,43310.55694,6,2,Blue,Team,Team,FlyQuest, ,Rakan,Orianna,Varus,Ryze,LeBlanc,1
NALCS,2018-2,43310.55694,6,2,Red,Team,Team,Team SoloMid, ,Aatrox,Nocturne,Taliyah,Gangplank,Kindred,0
NALCS,2018-2,43310.61075,6,2,Blue,Top,Ssumday,100 Thieves,Darius,Varus,Tahm Kench,Lucian,Jhin,Caitlyn,1
NALCS,2018-2,43310.61075,6,2,Blue,Jungle,AnDa,100 Thieves,Taliyah,Varus,Tahm Kench,Lucian,Jhin,Caitlyn,1
NALCS,2018-2,43310.61075,6,2,Blue,Middle,Ryu,100 Thieves,Zoe,Varus,Tahm Kench,Lucian,Jhin,Caitlyn,1
NALCS,2018-2,43310.61075,6,2,Blue,ADC,Cody Sun,100 Thieves,Xayah,Varus,Tahm Kench,Lucian,Jhin,Caitlyn,1
NALCS,2018-2,43310.61075,6,2,Blue,Support,aphromoo,100 Thieves,Rakan,Varus,Tahm Kench,Lucian,Jhin,Caitlyn,1
NALCS,2018-2,43310.61075,6,2,Red,Top,Darshan,Counter Logic Gaming,Dr. Mundo,Aatrox,Nocturne,Swain,Gnar,Gangplank,0
NALCS,2018-2,43310.61075,6,2,Red,Jungle,Reignover,Counter Logic Gaming,Kindred,Aatrox,Nocturne,Swain,Gnar,Gangplank,0
NALCS,2018-2,43310.61075,6,2,Red,Middle,huhi,Counter Logic Gaming,Galio,Aatrox,Nocturne,Swain,Gnar,Gangplank,0
NALCS,2018-2,43310.61075,6,2,Red,ADC,Stixxay,Counter Logic Gaming,Kalista,Aatrox,Nocturne,Swain,Gnar,Gangplank,0
NALCS,2018-2,43310.61075,6,2,Red,Support,Biofrost,Counter Logic Gaming,Morgana,Aatrox,Nocturne,Swain,Gnar,Gangplank,0
NALCS,2018-2,43310.61075,6,2,Blue,Team,Team,100 Thieves, ,Varus,Tahm Kench,Lucian,Jhin,Caitlyn,1
NALCS,2018-2,43310.61075,6,2,Red,Team,Team,Counter Logic Gaming, ,Aatrox,Nocturne,Swain,Gnar,Gangplank,0
NALCS,2018-2,43310.6538,6,2,Blue,Top,Impact,Team Liquid,Dr. Mundo,Swain,Kindred,Morgana,Corki,Syndra,1
NALCS,2018-2,43310.6538,6,2,Blue,Jungle,Xmithie,Team Liquid,Graves,Swain,Kindred,Morgana,Corki,Syndra,1
NALCS,2018-2,43310.6538,6,2,Blue,Middle,Pobelter,Team Liquid,Orianna,Swain,Kindred,Morgana,Corki,Syndra,1
NALCS,2018-2,43310.6538,6,2,Blue,ADC,Doublelift,Team Liquid,Xayah,Swain,Kindred,Morgana,Corki,Syndra,1
NALCS,2018-2,43310.6538,6,2,Blue,Support,Olleh,Team Liquid,Rakan,Swain,Kindred,Morgana,Corki,Syndra,1
NALCS,2018-2,43310.6538,6,2,Red,Top,Solo,Clutch Gaming,Gangplank,Aatrox,Nocturne,Taliyah,Ryze,Galio,0
NALCS,2018-2,43310.6538,6,2,Red,Jungle,Moon,Clutch Gaming,Trundle,Aatrox,Nocturne,Taliyah,Ryze,Galio,0
NALCS,2018-2,43310.6538,6,2,Red,Middle,Febiven,Clutch Gaming,Azir,Aatrox,Nocturne,Taliyah,Ryze,Galio,0
NALCS,2018-2,43310.6538,6,2,Red,ADC,Piglet,Clutch Gaming,Ezreal,Aatrox,Nocturne,Taliyah,Ryze,Galio,0
NALCS,2018-2,43310.6538,6,2,Red,Support,Vulcan,Clutch Gaming,Tahm Kench,Aatrox,Nocturne,Taliyah,Ryze,Galio,0
NALCS,2018-2,43310.6538,6,2,Blue,Team,Team,Team Liquid, ,Swain,Kindred,Morgana,Corki,Syndra,1
NALCS,2018-2,43310.6538,6,2,Red,Team,Team,Clutch Gaming, ,Aatrox,Nocturne,Taliyah,Ryze,Galio,0
NALCS,2018-2,43310.68905,6,2,Blue,Top,Licorice,Cloud9,Aatrox,Graves,Tahm Kench,Gangplank,Fiora,Dr. Mundo,1
NALCS,2018-2,43310.68905,6,2,Blue,Jungle,Blaber,Cloud9,Elise,Graves,Tahm Kench,Gangplank,Fiora,Dr. Mundo,1
NALCS,2018-2,43310.68905,6,2,Blue,Middle,Jensen,Cloud9,Orianna,Graves,Tahm Kench,Gangplank,Fiora,Dr. Mundo,1
NALCS,2018-2,43310.68905,6,2,Blue,ADC,Sneaky,Cloud9,Quinn,Graves,Tahm Kench,Gangplank,Fiora,Dr. Mundo,1
NALCS,2018-2,43310.68905,6,2,Blue,Support,Zeyzal,Cloud9,Pyke,Graves,Tahm Kench,Gangplank,Fiora,Dr. Mundo,1
NALCS,2018-2,43310.68905,6,2,Red,Top,Huni,Echo Fox,Poppy,Nocturne,Kindred,Morgana,Yasuo,Taliyah,0
NALCS,2018-2,43310.68905,6,2,Red,Jungle,Dardoch,Echo Fox,Rengar,Nocturne,Kindred,Morgana,Yasuo,Taliyah,0
NALCS,2018-2,43310.68905,6,2,Red,Middle,Damonte,Echo Fox,Syndra,Nocturne,Kindred,Morgana,Yasuo,Taliyah,0
NALCS,2018-2,43310.68905,6,2,Red,ADC,Lost,Echo Fox,Varus,Nocturne,Kindred,Morgana,Yasuo,Taliyah,0
NALCS,2018-2,43310.68905,6,2,Red,Support,Smoothie,Echo Fox,Braum,Nocturne,Kindred,Morgana,Yasuo,Taliyah,0
NALCS,2018-2,43310.68905,6,2,Blue,Team,Team,Cloud9, ,Graves,Tahm Kench,Gangplank,Fiora,Dr. Mundo,1
NALCS,2018-2,43310.68905,6,2,Red,Team,Team,Echo Fox, ,Nocturne,Kindred,Morgana,Yasuo,Taliyah,0
NALCS,2018-2,43310.73191,6,2,Blue,Top,Dhokla,OpTic Gaming,Yorick,Heimerdinger,Taliyah,Swain,Morgana,Pyke,1
NALCS,2018-2,43310.73191,6,2,Blue,Jungle,Akaadian,OpTic Gaming,Graves,Heimerdinger,Taliyah,Swain,Morgana,Pyke,1
NALCS,2018-2,43310.73191,6,2,Blue,Middle,PowerOfEvil,OpTic Gaming,Viktor,Heimerdinger,Taliyah,Swain,Morgana,Pyke,1
NALCS,2018-2,43310.73191,6,2,Blue,ADC,Arrow,OpTic Gaming,Varus,Heimerdinger,Taliyah,Swain,Morgana,Pyke,1
NALCS,2018-2,43310.73191,6,2,Blue,Support,BIG,OpTic Gaming,Braum,Heimerdinger,Taliyah,Swain,Morgana,Pyke,1
NALCS,2018-2,43310.73191,6,2,Red,Top,Lourlo,Golden Guardians,Gangplank,Aatrox,Nocturne,Zoe,Jayce,Camille,0
NALCS,2018-2,43310.73191,6,2,Red,Jungle,Contractz,Golden Guardians,Kindred,Aatrox,Nocturne,Zoe,Jayce,Camille,0
NALCS,2018-2,43310.73191,6,2,Red,Middle,Mickey,Golden Guardians,LeBlanc,Aatrox,Nocturne,Zoe,Jayce,Camille,0
NALCS,2018-2,43310.73191,6,2,Red,ADC,Deftly,Golden Guardians,Jhin,Aatrox,Nocturne,Zoe,Jayce,Camille,0
NALCS,2018-2,43310.73191,6,2,Red,Support,Matt,Golden Guardians,Shen,Aatrox,Nocturne,Zoe,Jayce,Camille,0
NALCS,2018-2,43310.73191,6,2,Blue,Team,Team,OpTic Gaming, ,Heimerdinger,Taliyah,Swain,Morgana,Pyke,1
NALCS,2018-2,43310.73191,6,2,Red,Team,Team,Golden Guardians, ,Aatrox,Nocturne,Zoe,Jayce,Camille,0
LCK,2018-2,43310.10588,6.6,1,Blue,Top,Thal,SK Telecom T1,Kennen,Rakan,Alistar,Ezreal,Gnar,Morgana,1
LCK,2018-2,43310.10588,6.6,1,Blue,Jungle,Blank,SK Telecom T1,Sejuani,Rakan,Alistar,Ezreal,Gnar,Morgana,1
LCK,2018-2,43310.10588,6.6,1,Blue,Middle,Pirean,SK Telecom T1,Ryze,Rakan,Alistar,Ezreal,Gnar,Morgana,1
LCK,2018-2,43310.10588,6.6,1,Blue,ADC,Bang,SK Telecom T1,Ashe,Rakan,Alistar,Ezreal,Gnar,Morgana,1
LCK,2018-2,43310.10588,6.6,1,Blue,Support,Effort,SK Telecom T1,Tahm Kench,Rakan,Alistar,Ezreal,Gnar,Morgana,1
LCK,2018-2,43310.10588,6.6,1,Red,Top,CuVee,Gen.G,Gangplank,Aatrox,Taliyah,Orianna,LeBlanc,Jayce,0
LCK,2018-2,43310.10588,6.6,1,Red,Jungle,Ambition,Gen.G,Trundle,Aatrox,Taliyah,Orianna,LeBlanc,Jayce,0
LCK,2018-2,43310.10588,6.6,1,Red,Middle,Fly,Gen.G,Zoe,Aatrox,Taliyah,Orianna,LeBlanc,Jayce,0
LCK,2018-2,43310.10588,6.6,1,Red,ADC,Ruler,Gen.G,Varus,Aatrox,Taliyah,Orianna,LeBlanc,Jayce,0
LCK,2018-2,43310.10588,6.6,1,Red,Support,CoreJJ,Gen.G,Soraka,Aatrox,Taliyah,Orianna,LeBlanc,Jayce,0
LCK,2018-2,43310.10588,6.6,1,Blue,Team,Team,SK Telecom T1, ,Rakan,Alistar,Ezreal,Gnar,Morgana,1
LCK,2018-2,43310.10588,6.6,1,Red,Team,Team,Gen.G, ,Aatrox,Taliyah,Orianna,LeBlanc,Jayce,0
LCK,2018-2,43310.15872,6.6,2,Blue,Top,CuVee,Gen.G,Gnar,Orianna,Sejuani,Tahm Kench,Jayce,Gangplank,1
LCK,2018-2,43310.15872,6.6,2,Blue,Jungle,Haru,Gen.G,Camille,Orianna,Sejuani,Tahm Kench,Jayce,Gangplank,1
LCK,2018-2,43310.15872,6.6,2,Blue,Middle,Fly,Gen.G,Zoe,Orianna,Sejuani,Tahm Kench,Jayce,Gangplank,1
LCK,2018-2,43310.15872,6.6,2,Blue,ADC,Ruler,Gen.G,Ashe,Orianna,Sejuani,Tahm Kench,Jayce,Gangplank,1
LCK,2018-2,43310.15872,6.6,2,Blue,Support,CoreJJ,Gen.G,Shen,Orianna,Sejuani,Tahm Kench,Jayce,Gangplank,1
LCK,2018-2,43310.15872,6.6,2,Red,Top,Thal,SK Telecom T1,Quinn,Aatrox,Taliyah,Rakan,Trundle,Nocturne,0
LCK,2018-2,43310.15872,6.6,2,Red,Jungle,Blank,SK Telecom T1,Gragas,Aatrox,Taliyah,Rakan,Trundle,Nocturne,0
LCK,2018-2,43310.15872,6.6,2,Red,Middle,Pirean,SK Telecom T1,LeBlanc,Aatrox,Taliyah,Rakan,Trundle,Nocturne,0
LCK,2018-2,43310.15872,6.6,2,Red,ADC,Bang,SK Telecom T1,Ezreal,Aatrox,Taliyah,Rakan,Trundle,Nocturne,0
LCK,2018-2,43310.15872,6.6,2,Red,Support,Effort,SK Telecom T1,Braum,Aatrox,Taliyah,Rakan,Trundle,Nocturne,0
LCK,2018-2,43310.15872,6.6,2,Blue,Team,Team,Gen.G, ,Orianna,Sejuani,Tahm Kench,Jayce,Gangplank,1
LCK,2018-2,43310.15872,6.6,2,Red,Team,Team,SK Telecom T1, ,Aatrox,Taliyah,Rakan,Trundle,Nocturne,0
LCK,2018-2,43310.20656,6.6,3,Blue,Top,Thal,SK Telecom T1,Jayce,Rakan,Zoe,Gnar,Galio,Dr. Mundo,1
LCK,2018-2,43310.20656,6.6,3,Blue,Jungle,Blank,SK Telecom T1,Taliyah,Rakan,Zoe,Gnar,Galio,Dr. Mundo,1
LCK,2018-2,43310.20656,6.6,3,Blue,Middle,Pirean,SK Telecom T1,Swain,Rakan,Zoe,Gnar,Galio,Dr. Mundo,1
LCK,2018-2,43310.20656,6.6,3,Blue,ADC,Bang,SK Telecom T1,Ashe,Rakan,Zoe,Gnar,Galio,Dr. Mundo,1
LCK,2018-2,43310.20656,6.6,3,Blue,Support,Effort,SK Telecom T1,Alistar,Rakan,Zoe,Gnar,Galio,Dr. Mundo,1
LCK,2018-2,43310.20656,6.6,3,Red,Top,CuVee,Gen.G,Camille,Aatrox,Orianna,Sejuani,Darius,Gangplank,0
LCK,2018-2,43310.20656,6.6,3,Red,Jungle,Haru,Gen.G,Xin Zhao,Aatrox,Orianna,Sejuani,Darius,Gangplank,0
LCK,2018-2,43310.20656,6.6,3,Red,Middle,Fly,Gen.G,Aurelion Sol,Aatrox,Orianna,Sejuani,Darius,Gangplank,0
LCK,2018-2,43310.20656,6.6,3,Red,ADC,Ruler,Gen.G,Ezreal,Aatrox,Orianna,Sejuani,Darius,Gangplank,0
LCK,2018-2,43310.20656,6.6,3,Red,Support,CoreJJ,Gen.G,Tahm Kench,Aatrox,Orianna,Sejuani,Darius,Gangplank,0
LCK,2018-2,43310.20656,6.6,3,Blue,Team,Team,SK Telecom T1, ,Rakan,Zoe,Gnar,Galio,Dr. Mundo,1
LCK,2018-2,43310.20656,6.6,3,Red,Team,Team,Gen.G, ,Aatrox,Orianna,Sejuani,Darius,Gangplank,0
LCK,2018-2,43310.26206,6.6,1,Blue,Top,Smeb,KT Rolster,Gnar,Ezreal,Trundle,Tahm Kench,Cho'gath,Zoe,1
LCK,2018-2,43310.26206,6.6,1,Blue,Jungle,Score,KT Rolster,Sejuani,Ezreal,Trundle,Tahm Kench,Cho'gath,Zoe,1
LCK,2018-2,43310.26206,6.6,1,Blue,Middle,Ucal,KT Rolster,Varus,Ezreal,Trundle,Tahm Kench,Cho'gath,Zoe,1
LCK,2018-2,43310.26206,6.6,1,Blue,ADC,Deft,KT Rolster,Kog'Maw,Ezreal,Trundle,Tahm Kench,Cho'gath,Zoe,1
LCK,2018-2,43310.26206,6.6,1,Blue,Support,Mata,KT Rolster,Alistar,Ezreal,Trundle,Tahm Kench,Cho'gath,Zoe,1
LCK,2018-2,43310.26206,6.6,1,Red,Top,Crazy,BBQ Olivers,Gangplank,Aatrox,Rakan,Taliyah,Jayce,LeBlanc,0
LCK,2018-2,43310.26206,6.6,1,Red,Jungle,Trick,BBQ Olivers,Kindred,Aatrox,Rakan,Taliyah,Jayce,LeBlanc,0
LCK,2018-2,43310.26206,6.6,1,Red,Middle,Tempt,BBQ Olivers,Azir,Aatrox,Rakan,Taliyah,Jayce,LeBlanc,0
LCK,2018-2,43310.26206,6.6,1,Red,ADC,Ghost,BBQ Olivers,Swain,Aatrox,Rakan,Taliyah,Jayce,LeBlanc,0
LCK,2018-2,43310.26206,6.6,1,Red,Support,IgNar,BBQ Olivers,Gragas,Aatrox,Rakan,Taliyah,Jayce,LeBlanc,0
LCK,2018-2,43310.26206,6.6,1,Blue,Team,Team,KT Rolster, ,Ezreal,Trundle,Tahm Kench,Cho'gath,Zoe,1
LCK,2018-2,43310.26206,6.6,1,Red,Team,Team,BBQ Olivers, ,Aatrox,Rakan,Taliyah,Jayce,LeBlanc,0
LCK,2018-2,43310.31725,6.6,2,Blue,Top,Crazy,BBQ Olivers,Gnar,Varus,Ezreal,Tahm Kench,Jayce,Kai'Sa,0
LCK,2018-2,43310.31725,6.6,2,Blue,Jungle,Trick,BBQ Olivers,Sejuani,Varus,Ezreal,Tahm Kench,Jayce,Kai'Sa,0
LCK,2018-2,43310.31725,6.6,2,Blue,Middle,Tempt,BBQ Olivers,Azir,Varus,Ezreal,Tahm Kench,Jayce,Kai'Sa,0
LCK,2018-2,43310.31725,6.6,2,Blue,ADC,Ghost,BBQ Olivers,Xayah,Varus,Ezreal,Tahm Kench,Jayce,Kai'Sa,0
LCK,2018-2,43310.31725,6.6,2,Blue,Support,IgNar,BBQ Olivers,Rakan,Varus,Ezreal,Tahm Kench,Jayce,Kai'Sa,0
LCK,2018-2,43310.31725,6.6,2,Red,Top,Smeb,KT Rolster,Camille,Aatrox,Taliyah,Trundle,Cho'gath,Yasuo,1
LCK,2018-2,43310.31725,6.6,2,Red,Jungle,Score,KT Rolster,Gragas,Aatrox,Taliyah,Trundle,Cho'gath,Yasuo,1
LCK,2018-2,43310.31725,6.6,2,Red,Middle,Ucal,KT Rolster,Zoe,Aatrox,Taliyah,Trundle,Cho'gath,Yasuo,1
LCK,2018-2,43310.31725,6.6,2,Red,ADC,Deft,KT Rolster,Tristana,Aatrox,Taliyah,Trundle,Cho'gath,Yasuo,1
LCK,2018-2,43310.31725,6.6,2,Red,Support,Mata,KT Rolster,Shen,Aatrox,Taliyah,Trundle,Cho'gath,Yasuo,1
LCK,2018-2,43310.31725,6.6,2,Blue,Team,Team,BBQ Olivers, ,Varus,Ezreal,Tahm Kench,Jayce,Kai'Sa,0
LCK,2018-2,43310.31725,6.6,2,Red,Team,Team,KT Rolster, ,Aatrox,Taliyah,Trundle,Cho'gath,Yasuo,1
LCK,2018-2,43312.08666,7.1,1,Blue,Top,SoHwan,Jin Air Green Wings,Gangplank,Shen,Trundle,Morgana,Yasuo,Varus,0
LCK,2018-2,43312.08666,7.1,1,Blue,Jungle,KaKAO,Jin Air Green Wings,Kindred,Shen,Trundle,Morgana,Yasuo,Varus,0
LCK,2018-2,43312.08666,7.1,1,Blue,Middle,Justice,Jin Air Green Wings,Karma,Shen,Trundle,Morgana,Yasuo,Varus,0
LCK,2018-2,43312.08666,7.1,1,Blue,ADC,Teddy,Jin Air Green Wings,Ezreal,Shen,Trundle,Morgana,Yasuo,Varus,0
LCK,2018-2,43312.08666,7.1,1,Blue,Support,Nova,Jin Air Green Wings,Tahm Kench,Shen,Trundle,Morgana,Yasuo,Varus,0
LCK,2018-2,43312.08666,7.1,1,Red,Top,Sword,Griffin,Jayce,Taliyah,Rakan,Aatrox,LeBlanc,Azir,1
LCK,2018-2,43312.08666,7.1,1,Red,Jungle,Tarzan,Griffin,Sejuani,Taliyah,Rakan,Aatrox,LeBlanc,Azir,1
LCK,2018-2,43312.08666,7.1,1,Red,Middle,Rather,Griffin,Orianna,Taliyah,Rakan,Aatrox,LeBlanc,Azir,1
LCK,2018-2,43312.08666,7.1,1,Red,ADC,Viper,Griffin,Teemo,Taliyah,Rakan,Aatrox,LeBlanc,Azir,1
LCK,2018-2,43312.08666,7.1,1,Red,Support,Lehends,Griffin,Soraka,Taliyah,Rakan,Aatrox,LeBlanc,Azir,1
LCK,2018-2,43312.08666,7.1,1,Blue,Team,Team,Jin Air Green Wings, ,Shen,Trundle,Morgana,Yasuo,Varus,0
LCK,2018-2,43312.08666,7.1,1,Red,Team,Team,Griffin, ,Taliyah,Rakan,Aatrox,LeBlanc,Azir,1
LCK,2018-2,43312.16152,7.1,2,Blue,Top,Sword,Griffin,Dr. Mundo,Tahm Kench,Rakan,Alistar,Azir,Morgana,0
LCK,2018-2,43312.16152,7.1,2,Blue,Jungle,Tarzan,Griffin,Elise,Tahm Kench,Rakan,Alistar,Azir,Morgana,0
LCK,2018-2,43312.16152,7.1,2,Blue,Middle,Rather,Griffin,Orianna,Tahm Kench,Rakan,Alistar,Azir,Morgana,0
LCK,2018-2,43312.16152,7.1,2,Blue,ADC,Viper,Griffin,Jayce,Tahm Kench,Rakan,Alistar,Azir,Morgana,0
LCK,2018-2,43312.16152,7.1,2,Blue,Support,Lehends,Griffin,Pyke,Tahm Kench,Rakan,Alistar,Azir,Morgana,0
LCK,2018-2,43312.16152,7.1,2,Red,Top,SoHwan,Jin Air Green Wings,Malphite,Aatrox,Taliyah,Shen,Varus,Soraka,1
LCK,2018-2,43312.16152,7.1,2,Red,Jungle,UmTi,Jin Air Green Wings,Trundle,Aatrox,Taliyah,Shen,Varus,Soraka,1
LCK,2018-2,43312.16152,7.1,2,Red,Middle,Grace,Jin Air Green Wings,LeBlanc,Aatrox,Taliyah,Shen,Varus,Soraka,1
LCK,2018-2,43312.16152,7.1,2,Red,ADC,Teddy,Jin Air Green Wings,Ezreal,Aatrox,Taliyah,Shen,Varus,Soraka,1
LCK,2018-2,43312.16152,7.1,2,Red,Support,Nova,Jin Air Green Wings,Braum,Aatrox,Taliyah,Shen,Varus,Soraka,1
LCK,2018-2,43312.16152,7.1,2,Blue,Team,Team,Griffin, ,Tahm Kench,Rakan,Alistar,Azir,Morgana,0
LCK,2018-2,43312.16152,7.1,2,Red,Team,Team,Jin Air Green Wings, ,Aatrox,Taliyah,Shen,Varus,Soraka,1
LCK,2018-2,43312.20859,7.1,3,Blue,Top,SoHwan,Jin Air Green Wings,Gnar,Shen,Trundle,Yasuo,Gangplank,Ezreal,1
LCK,2018-2,43312.20859,7.1,3,Blue,Jungle,UmTi,Jin Air Green Wings,Skarner,Shen,Trundle,Yasuo,Gangplank,Ezreal,1
LCK,2018-2,43312.20859,7.1,3,Blue,Middle,Grace,Jin Air Green Wings,Orianna,Shen,Trundle,Yasuo,Gangplank,Ezreal,1
LCK,2018-2,43312.20859,7.1,3,Blue,ADC,Teddy,Jin Air Green Wings,Jhin,Shen,Trundle,Yasuo,Gangplank,Ezreal,1
LCK,2018-2,43312.20859,7.1,3,Blue,Support,Nova,Jin Air Green Wings,Tahm Kench,Shen,Trundle,Yasuo,Gangplank,Ezreal,1
LCK,2018-2,43312.20859,7.1,3,Red,Top,Sword,Griffin,Cho'gath,Aatrox,Taliyah,Rakan,Varus,Ashe,0
LCK,2018-2,43312.20859,7.1,3,Red,Jungle,Tarzan,Griffin,Sejuani,Aatrox,Taliyah,Rakan,Varus,Ashe,0
LCK,2018-2,43312.20859,7.1,3,Red,Middle,Chovy,Griffin,Zoe,Aatrox,Taliyah,Rakan,Varus,Ashe,0
LCK,2018-2,43312.20859,7.1,3,Red,ADC,Viper,Griffin,Kai'Sa,Aatrox,Taliyah,Rakan,Varus,Ashe,0
LCK,2018-2,43312.20859,7.1,3,Red,Support,Lehends,Griffin,Morgana,Aatrox,Taliyah,Rakan,Varus,Ashe,0
LCK,2018-2,43312.20859,7.1,3,Blue,Team,Team,Jin Air Green Wings, ,Shen,Trundle,Yasuo,Gangplank,Ezreal,1
LCK,2018-2,43312.20859,7.1,3,Red,Team,Team,Griffin, ,Aatrox,Taliyah,Rakan,Varus,Ashe,0
LCK,2018-2,43312.27455,7.1,1,Blue,Top,Khan,Kingzone DragonX,Gnar,Orianna,Shen,Zoe,Swain,Syndra,0
LCK,2018-2,43312.27455,7.1,1,Blue,Jungle,Peanut,Kingzone DragonX,Gragas,Orianna,Shen,Zoe,Swain,Syndra,0
LCK,2018-2,43312.27455,7.1,1,Blue,Middle,Bdd,Kingzone DragonX,Ryze,Orianna,Shen,Zoe,Swain,Syndra,0
LCK,2018-2,43312.27455,7.1,1,Blue,ADC,PraY,Kingzone DragonX,Varus,Orianna,Shen,Zoe,Swain,Syndra,0
LCK,2018-2,43312.27455,7.1,1,Blue,Support,GorillA,Kingzone DragonX,Tahm Kench,Orianna,Shen,Zoe,Swain,Syndra,0
LCK,2018-2,43312.27455,7.1,1,Red,Top,Lindarang,Hanwha Life Esports,Gangplank,Aatrox,Rakan,Taliyah,Kindred,Nocturne,1
LCK,2018-2,43312.27455,7.1,1,Red,Jungle,SeongHwan,Hanwha Life Esports,Trundle,Aatrox,Rakan,Taliyah,Kindred,Nocturne,1
LCK,2018-2,43312.27455,7.1,1,Red,Middle,Lava,Hanwha Life Esports,Vel'koz,Aatrox,Rakan,Taliyah,Kindred,Nocturne,1
LCK,2018-2,43312.27455,7.1,1,Red,ADC,Sangyoon,Hanwha Life Esports,Ezreal,Aatrox,Rakan,Taliyah,Kindred,Nocturne,1
LCK,2018-2,43312.27455,7.1,1,Red,Support,Key,Hanwha Life Esports,Braum,Aatrox,Rakan,Taliyah,Kindred,Nocturne,1
LCK,2018-2,43312.27455,7.1,1,Blue,Team,Team,Kingzone DragonX, ,Orianna,Shen,Zoe,Swain,Syndra,0
LCK,2018-2,43312.27455,7.1,1,Red,Team,Team,Hanwha Life Esports, ,Aatrox,Rakan,Taliyah,Kindred,Nocturne,1
LCK,2018-2,43312.32718,7.1,2,Blue,Top,Lindarang,Hanwha Life Esports,Camille,Rakan,Shen,Tahm Kench,Morgana,Darius,0
LCK,2018-2,43312.32718,7.1,2,Blue,Jungle,SeongHwan,Hanwha Life Esports,Trundle,Rakan,Shen,Tahm Kench,Morgana,Darius,0
LCK,2018-2,43312.32718,7.1,2,Blue,Middle,Lava,Hanwha Life Esports,Galio,Rakan,Shen,Tahm Kench,Morgana,Darius,0
LCK,2018-2,43312.32718,7.1,2,Blue,ADC,Sangyoon,Hanwha Life Esports,Ezreal,Rakan,Shen,Tahm Kench,Morgana,Darius,0
LCK,2018-2,43312.32718,7.1,2,Blue,Support,Key,Hanwha Life Esports,Braum,Rakan,Shen,Tahm Kench,Morgana,Darius,0
LCK,2018-2,43312.32718,7.1,2,Red,Top,Rascal,Kingzone DragonX,Gangplank,Aatrox,Taliyah,Orianna,Talon,LeBlanc,1
LCK,2018-2,43312.32718,7.1,2,Red,Jungle,Peanut,Kingzone DragonX,Gragas,Aatrox,Taliyah,Orianna,Talon,LeBlanc,1
LCK,2018-2,43312.32718,7.1,2,Red,Middle,Bdd,Kingzone DragonX,Zoe,Aatrox,Taliyah,Orianna,Talon,LeBlanc,1
LCK,2018-2,43312.32718,7.1,2,Red,ADC,PraY,Kingzone DragonX,Varus,Aatrox,Taliyah,Orianna,Talon,LeBlanc,1
LCK,2018-2,43312.32718,7.1,2,Red,Support,GorillA,Kingzone DragonX,Alistar,Aatrox,Taliyah,Orianna,Talon,LeBlanc,1
LCK,2018-2,43312.32718,7.1,2,Blue,Team,Team,Hanwha Life Esports, ,Rakan,Shen,Tahm Kench,Morgana,Darius,0
