league,split,date,week,game,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,result
EULCS,2018-2,43280.56992,3,1,Blue,Jungle,Kold,Unicorns of Love,Nocturne,Aatrox,Zoe,Taliyah,Sejuani,Mordekaiser,0
EULCS,2018-2,43280.56992,3,1,Blue,Middle,Exileh,Unicorns of Love,Ryze,Aatrox,Zoe,Taliyah,Sejuani,Mordekaiser,0
EULCS,2018-2,43280.56992,3,1,Blue,ADC,Samux,Unicorns of Love,Irelia,Aatrox,Zoe,Taliyah,Sejuani,Mordekaiser,0
EULCS,2018-2,43280.56992,3,1,Blue,Support,Totoro,Unicorns of Love,Tahm Kench,Aatrox,Zoe,Taliyah,Sejuani,Mordekaiser,0
EULCS,2018-2,43280.56992,3,1,Red,Top,Cabochard,Vitality,Renekton,Trundle,Alistar,Dr. Mundo,Ornn,Ziggs,1
EULCS,2018-2,43280.56992,3,1,Red,Jungle,Gilius,Vitality,Skarner,Trundle,Alistar,Dr. Mundo,Ornn,Ziggs,1
EULCS,2018-2,43280.56992,3,1,Red,Middle,Jiizuke,Vitality,Darius,Trundle,Alistar,Dr. Mundo,Ornn,Ziggs,1
EULCS,2018-2,43280.56992,3,1,Red,ADC,Attila,Vitality,Swain,Trundle,Alistar,Dr. Mundo,Ornn,Ziggs,1
EULCS,2018-2,43280.56992,3,1,Red,Support,Jactroll,Vitality,Pyke,Trundle,Alistar,Dr. Mundo,Ornn,Ziggs,1
EULCS,2018-2,43280.56992,3,1,Blue,Team,Team,Unicorns of Love, ,Aatrox,Zoe,Taliyah,Sejuani,Mordekaiser,0
EULCS,2018-2,43280.56992,3,1,Red,Team,Team,Vitality, ,Trundle,Alistar,Dr. Mundo,Ornn,Ziggs,1
EULCS,2018-2,43280.60465,3,1,Blue,Top,sOAZ,Fnatic,Dr. Mundo,Braum,Heimerdinger,Aatrox,Kai'Sa,Taric,0
EULCS,2018-2,43280.60465,3,1,Blue,Jungle,Broxah,Fnatic,Camille,Braum,Heimerdinger,Aatrox,Kai'Sa,Taric,0
EULCS,2018-2,43280.60465,3,1,Blue,Middle,Caps,Fnatic,Zoe,Braum,Heimerdinger,Aatrox,Kai'Sa,Taric,0
EULCS,2018-2,43280.60465,3,1,Blue,ADC,Bwipo,Fnatic,Swain,Braum,Heimerdinger,Aatrox,Kai'Sa,Taric,0
EULCS,2018-2,43280.60465,3,1,Blue,Support,Hylissang,Fnatic,Alistar,Braum,Heimerdinger,Aatrox,Kai'Sa,Taric,0
EULCS,2018-2,43280.60465,3,1,Red,Top,Wunder,G2 Esports,Ornn,Nocturne,Yasuo,Taliyah,Sejuani,Trundle,1
EULCS,2018-2,43280.60465,3,1,Red,Jungle,Wadid,G2 Esports,Rakan,Nocturne,Yasuo,Taliyah,Sejuani,Trundle,1
EULCS,2018-2,43280.60465,3,1,Red,Middle,Perkz,G2 Esports,Xayah,Nocturne,Yasuo,Taliyah,Sejuani,Trundle,1
EULCS,2018-2,43280.60465,3,1,Red,ADC,Hjarnan,G2 Esports,Morgana,Nocturne,Yasuo,Taliyah,Sejuani,Trundle,1
EULCS,2018-2,43280.60465,3,1,Red,Support,Jankos,G2 Esports,Tahm Kench,Nocturne,Yasuo,Taliyah,Sejuani,Trundle,1
EULCS,2018-2,43280.60465,3,1,Blue,Team,Team,Fnatic, ,Braum,Heimerdinger,Aatrox,Kai'Sa,Taric,0
EULCS,2018-2,43280.60465,3,1,Red,Team,Team,G2 Esports, ,Nocturne,Yasuo,Taliyah,Sejuani,Trundle,1
EULCS,2018-2,43281.39797,3,2,Blue,Top,Alphari,Misfits,Dr. Mundo,Vladimir,Swain,Aatrox,Kayle,Trundle,1
EULCS,2018-2,43281.39797,3,2,Blue,Jungle,Maxlore,Misfits,Camille,Vladimir,Swain,Aatrox,Kayle,Trundle,1
EULCS,2018-2,43281.39797,3,2,Blue,Middle,Sencux,Misfits,Yasuo,Vladimir,Swain,Aatrox,Kayle,Trundle,1
EULCS,2018-2,43281.39797,3,2,Blue,ADC,Hans Sama,Misfits,Draven,Vladimir,Swain,Aatrox,Kayle,Trundle,1
EULCS,2018-2,43281.39797,3,2,Blue,Support,Mikyx,Misfits,Morgana,Vladimir,Swain,Aatrox,Kayle,Trundle,1
EULCS,2018-2,43281.39797,3,2,Red,Top,Smittyj,H2K,Darius,Nocturne,Taliyah,Braum,Alistar,Pyke,0
EULCS,2018-2,43281.39797,3,2,Red,Jungle,Shook,H2K,Lee Sin,Nocturne,Taliyah,Braum,Alistar,Pyke,0
EULCS,2018-2,43281.39797,3,2,Red,Middle,Selfie,H2K,Irelia,Nocturne,Taliyah,Braum,Alistar,Pyke,0
EULCS,2018-2,43281.39797,3,2,Red,ADC,Sheriff,H2K,Xayah,Nocturne,Taliyah,Braum,Alistar,Pyke,0
EULCS,2018-2,43281.39797,3,2,Red,Support,promisq,H2K,Rakan,Nocturne,Taliyah,Braum,Alistar,Pyke,0
EULCS,2018-2,43281.39797,3,2,Blue,Team,Team,Misfits, ,Vladimir,Swain,Aatrox,Kayle,Trundle,1
EULCS,2018-2,43281.39797,3,2,Red,Team,Team,H2K, ,Nocturne,Taliyah,Braum,Alistar,Pyke,0
EULCS,2018-2,43281.43785,3,2,Blue,Top,Cabochard,Vitality,Dr. Mundo,Irelia,Trundle,Lucian,Sejuani,Darius,1
EULCS,2018-2,43281.43785,3,2,Blue,Jungle,Gilius,Vitality,Taliyah,Irelia,Trundle,Lucian,Sejuani,Darius,1
EULCS,2018-2,43281.43785,3,2,Blue,Middle,Jiizuke,Vitality,Zoe,Irelia,Trundle,Lucian,Sejuani,Darius,1
EULCS,2018-2,43281.43785,3,2,Blue,ADC,Attila,Vitality,Ezreal,Irelia,Trundle,Lucian,Sejuani,Darius,1
EULCS,2018-2,43281.43785,3,2,Blue,Support,Jactroll,Vitality,Alistar,Irelia,Trundle,Lucian,Sejuani,Darius,1
EULCS,2018-2,43281.43785,3,2,Red,Top,Vizicsacsi,Schalke 04,Ornn,Aatrox,Nocturne,Swain,Mordekaiser,Ryze,0
EULCS,2018-2,43281.43785,3,2,Red,Jungle,Amazing,Schalke 04,Camille,Aatrox,Nocturne,Swain,Mordekaiser,Ryze,0
EULCS,2018-2,43281.43785,3,2,Red,Middle,Nukeduck,Schalke 04,Yasuo,Aatrox,Nocturne,Swain,Mordekaiser,Ryze,0
EULCS,2018-2,43281.43785,3,2,Red,ADC,Upset,Schalke 04,Vladimir,Aatrox,Nocturne,Swain,Mordekaiser,Ryze,0
EULCS,2018-2,43281.43785,3,2,Red,Support,Vander,Schalke 04,Rakan,Aatrox,Nocturne,Swain,Mordekaiser,Ryze,0
EULCS,2018-2,43281.43785,3,2,Blue,Team,Team,Vitality, ,Irelia,Trundle,Lucian,Sejuani,Darius,1
EULCS,2018-2,43281.43785,3,2,Red,Team,Team,Schalke 04, ,Aatrox,Nocturne,Swain,Mordekaiser,Ryze,0
EULCS,2018-2,43281.47648,3,2,Blue,Top,Ruin,Giants Gaming,Ornn,Ryze,Swain,Aatrox,Rakan,Alistar,0
EULCS,2018-2,43281.47648,3,2,Blue,Jungle,Djoko,Giants Gaming,Trundle,Ryze,Swain,Aatrox,Rakan,Alistar,0
EULCS,2018-2,43281.47648,3,2,Blue,Middle,Betsy,Giants Gaming,Vladimir,Ryze,Swain,Aatrox,Rakan,Alistar,0
EULCS,2018-2,43281.47648,3,2,Blue,ADC,Steeelback,Giants Gaming,Ezreal,Ryze,Swain,Aatrox,Rakan,Alistar,0
EULCS,2018-2,43281.47648,3,2,Blue,Support,SirNukesAlot,Giants Gaming,Zyra,Ryze,Swain,Aatrox,Rakan,Alistar,0
EULCS,2018-2,43281.47648,3,2,Red,Top,sOAZ,Fnatic,Dr. Mundo,Taliyah,Nocturne,Camille,Morgana,Tahm Kench,1
EULCS,2018-2,43281.47648,3,2,Red,Jungle,Broxah,Fnatic,Kindred,Taliyah,Nocturne,Camille,Morgana,Tahm Kench,1
EULCS,2018-2,43281.47648,3,2,Red,Middle,Caps,Fnatic,Zoe,Taliyah,Nocturne,Camille,Morgana,Tahm Kench,1
EULCS,2018-2,43281.47648,3,2,Red,ADC,Bwipo,Fnatic,Yasuo,Taliyah,Nocturne,Camille,Morgana,Tahm Kench,1
EULCS,2018-2,43281.47648,3,2,Red,Support,Hylissang,Fnatic,Pyke,Taliyah,Nocturne,Camille,Morgana,Tahm Kench,1
EULCS,2018-2,43281.47648,3,2,Blue,Team,Team,Giants Gaming, ,Ryze,Swain,Aatrox,Rakan,Alistar,0
EULCS,2018-2,43281.47648,3,2,Red,Team,Team,Fnatic, ,Taliyah,Nocturne,Camille,Morgana,Tahm Kench,1
EULCS,2018-2,43281.51074,3,2,Blue,Top,Odoamne,Splyce,Aatrox,Vladimir,Irelia,Swain,Jax,Ziggs,1
EULCS,2018-2,43281.51074,3,2,Blue,Jungle,Xerxe,Splyce,Sejuani,Vladimir,Irelia,Swain,Jax,Ziggs,1
EULCS,2018-2,43281.51074,3,2,Blue,Middle,Nisqy,Splyce,Galio,Vladimir,Irelia,Swain,Jax,Ziggs,1
EULCS,2018-2,43281.51074,3,2,Blue,ADC,Kobbe,Splyce,Ezreal,Vladimir,Irelia,Swain,Jax,Ziggs,1
EULCS,2018-2,43281.51074,3,2,Blue,Support,kaSing,Splyce,Alistar,Vladimir,Irelia,Swain,Jax,Ziggs,1
EULCS,2018-2,43281.51074,3,2,Red,Top,Profit,Roccat,Camille,Nocturne,Taliyah,Trundle,Rakan,Tahm Kench,0
EULCS,2018-2,43281.51074,3,2,Red,Jungle,Memento,Roccat,Kindred,Nocturne,Taliyah,Trundle,Rakan,Tahm Kench,0
EULCS,2018-2,43281.51074,3,2,Red,Middle,Blanc,Roccat,Zoe,Nocturne,Taliyah,Trundle,Rakan,Tahm Kench,0
EULCS,2018-2,43281.51074,3,2,Red,ADC,HeaQ,Roccat,Lucian,Nocturne,Taliyah,Trundle,Rakan,Tahm Kench,0
EULCS,2018-2,43281.51074,3,2,Red,Support,Norskeren,Roccat,Shen,Nocturne,Taliyah,Trundle,Rakan,Tahm Kench,0
EULCS,2018-2,43281.51074,3,2,Blue,Team,Team,Splyce, ,Vladimir,Irelia,Swain,Jax,Ziggs,1
EULCS,2018-2,43281.51074,3,2,Red,Team,Team,Roccat, ,Nocturne,Taliyah,Trundle,Rakan,Tahm Kench,0
EULCS,2018-2,43281.55655,3,2,Blue,Top,Wunder,G2 Esports,Aatrox,Swain,Alistar,Taliyah,Vladimir,Ryze,1
EULCS,2018-2,43281.55655,3,2,Blue,Jungle,Jankos,G2 Esports,Trundle,Swain,Alistar,Taliyah,Vladimir,Ryze,1
EULCS,2018-2,43281.55655,3,2,Blue,Middle,Perkz,G2 Esports,Lucian,Swain,Alistar,Taliyah,Vladimir,Ryze,1
EULCS,2018-2,43281.55655,3,2,Blue,ADC,Hjarnan,G2 Esports,Heimerdinger,Swain,Alistar,Taliyah,Vladimir,Ryze,1
EULCS,2018-2,43281.55655,3,2,Blue,Support,Wadid,G2 Esports,Shen,Swain,Alistar,Taliyah,Vladimir,Ryze,1
EULCS,2018-2,43281.55655,3,2,Red,Top,WhiteKnight,Unicorns of Love,Dr. Mundo,Braum,Rakan,Nocturne,Morgana,Yasuo,0
EULCS,2018-2,43281.55655,3,2,Red,Jungle,Kold,Unicorns of Love,Kindred,Braum,Rakan,Nocturne,Morgana,Yasuo,0
EULCS,2018-2,43281.55655,3,2,Red,Middle,Exileh,Unicorns of Love,Zoe,Braum,Rakan,Nocturne,Morgana,Yasuo,0
EULCS,2018-2,43281.55655,3,2,Red,ADC,Samux,Unicorns of Love,Ezreal,Braum,Rakan,Nocturne,Morgana,Yasuo,0
EULCS,2018-2,43281.55655,3,2,Red,Support,Totoro,Unicorns of Love,Pyke,Braum,Rakan,Nocturne,Morgana,Yasuo,0
EULCS,2018-2,43281.55655,3,2,Blue,Team,Team,G2 Esports, ,Swain,Alistar,Taliyah,Vladimir,Ryze,1
EULCS,2018-2,43281.55655,3,2,Red,Team,Team,Unicorns of Love, ,Braum,Rakan,Nocturne,Morgana,Yasuo,0
NALCS,2018-2,43281.63529,3,1,Blue,Top,Licorice,Cloud9,Renekton,Xayah,Kai'sa,Taliyah,Lucian,Ezreal,0
NALCS,2018-2,43281.63529,3,1,Blue,Jungle,Svenskeren,Cloud9,Trundle,Xayah,Kai'sa,Taliyah,Lucian,Ezreal,0
NALCS,2018-2,43281.63529,3,1,Blue,Middle,Jensen,Cloud9,Irelia,Xayah,Kai'sa,Taliyah,Lucian,Ezreal,0
NALCS,2018-2,43281.63529,3,1,Blue,ADC,Goldenglue,Cloud9,Brand,Xayah,Kai'sa,Taliyah,Lucian,Ezreal,0
NALCS,2018-2,43281.63529,3,1,Blue,Support,Smoothie,Cloud9,Morgana,Xayah,Kai'sa,Taliyah,Lucian,Ezreal,0
NALCS,2018-2,43281.63529,3,1,Red,Top,Hauntzer,Team SoloMid,Aatrox,Zoe,Swain,Yasuo,Vladimir,Fiora,1
NALCS,2018-2,43281.63529,3,1,Red,Jungle,Grig,Team SoloMid,Sejuani,Zoe,Swain,Yasuo,Vladimir,Fiora,1
NALCS,2018-2,43281.63529,3,1,Red,Middle,Bjergsen,Team SoloMid,Darius,Zoe,Swain,Yasuo,Vladimir,Fiora,1
NALCS,2018-2,43281.63529,3,1,Red,ADC,Zven,Team SoloMid,Varus,Zoe,Swain,Yasuo,Vladimir,Fiora,1
NALCS,2018-2,43281.63529,3,1,Red,Support,Mithy,Team SoloMid,Tahm Kench,Zoe,Swain,Yasuo,Vladimir,Fiora,1
NALCS,2018-2,43281.63529,3,1,Blue,Team,Team,Cloud9, ,Xayah,Kai'sa,Taliyah,Lucian,Ezreal,0
NALCS,2018-2,43281.63529,3,1,Red,Team,Team,Team SoloMid, ,Zoe,Swain,Yasuo,Vladimir,Fiora,1
NALCS,2018-2,43281.70038,3,1,Blue,Top,Impact,Team Liquid,Singed,Morgana,Nocturne,Taliyah,Braum,Nunu,1
NALCS,2018-2,43281.70038,3,1,Blue,Jungle,Xmithie,Team Liquid,Sejuani,Morgana,Nocturne,Taliyah,Braum,Nunu,1
NALCS,2018-2,43281.70038,3,1,Blue,Middle,Pobelter,Team Liquid,Irelia,Morgana,Nocturne,Taliyah,Braum,Nunu,1
NALCS,2018-2,43281.70038,3,1,Blue,ADC,Doublelift,Team Liquid,Xayah,Morgana,Nocturne,Taliyah,Braum,Nunu,1
NALCS,2018-2,43281.70038,3,1,Blue,Support,Olleh,Team Liquid,Rakan,Morgana,Nocturne,Taliyah,Braum,Nunu,1
NALCS,2018-2,43281.70038,3,1,Red,Top,Huni,Echo Fox,Rumble,Aatrox,Swain,Lucian,Ornn,Dr. Mundo,0
NALCS,2018-2,43281.70038,3,1,Red,Jungle,Dardoch,Echo Fox,Alistar,Aatrox,Swain,Lucian,Ornn,Dr. Mundo,0
NALCS,2018-2,43281.70038,3,1,Red,Middle,Altec,Echo Fox,Kai'Sa,Aatrox,Swain,Lucian,Ornn,Dr. Mundo,0
NALCS,2018-2,43281.70038,3,1,Red,ADC,Fenix,Echo Fox,Yasuo,Aatrox,Swain,Lucian,Ornn,Dr. Mundo,0
NALCS,2018-2,43281.70038,3,1,Red,Support,Feng,Echo Fox,Nautilus,Aatrox,Swain,Lucian,Ornn,Dr. Mundo,0
NALCS,2018-2,43281.70038,3,1,Blue,Team,Team,Team Liquid, ,Morgana,Nocturne,Taliyah,Braum,Nunu,1
NALCS,2018-2,43281.70038,3,1,Red,Team,Team,Echo Fox, ,Aatrox,Swain,Lucian,Ornn,Dr. Mundo,0
NALCS,2018-2,43281.73228,3,1,Blue,Top,Ssumday,100 Thieves,Jax,Skarner,Nocturne,Varus,Lucian,Kai'Sa,1
NALCS,2018-2,43281.73228,3,1,Blue,Jungle,aphromoo,100 Thieves,Rakan,Skarner,Nocturne,Varus,Lucian,Kai'Sa,1
NALCS,2018-2,43281.73228,3,1,Blue,Middle,Cody Sun,100 Thieves,Xayah,Skarner,Nocturne,Varus,Lucian,Kai'Sa,1
NALCS,2018-2,43281.73228,3,1,Blue,ADC,Ryu,100 Thieves,Morgana,Skarner,Nocturne,Varus,Lucian,Kai'Sa,1
NALCS,2018-2,43281.73228,3,1,Blue,Support,Meteos,100 Thieves,Tahm Kench,Skarner,Nocturne,Varus,Lucian,Kai'Sa,1
NALCS,2018-2,43281.73228,3,1,Red,Top,Solo,Clutch Gaming,Aatrox,Zoe,Taliyah,Swain,Fiora,Shen,0
NALCS,2018-2,43281.73228,3,1,Red,Jungle,LirA,Clutch Gaming,Sejuani,Zoe,Taliyah,Swain,Fiora,Shen,0
NALCS,2018-2,43281.73228,3,1,Red,Middle,Febiven,Clutch Gaming,Lulu,Zoe,Taliyah,Swain,Fiora,Shen,0
NALCS,2018-2,43281.73228,3,1,Red,ADC,Apollo,Clutch Gaming,Ezreal,Zoe,Taliyah,Swain,Fiora,Shen,0
NALCS,2018-2,43281.73228,3,1,Red,Support,Hakuho,Clutch Gaming,Zyra,Zoe,Taliyah,Swain,Fiora,Shen,0
NALCS,2018-2,43281.73228,3,1,Blue,Team,Team,100 Thieves, ,Skarner,Nocturne,Varus,Lucian,Kai'Sa,1
NALCS,2018-2,43281.73228,3,1,Red,Team,Team,Clutch Gaming, ,Zoe,Taliyah,Swain,Fiora,Shen,0
NALCS,2018-2,43281.78641,3,1,Blue,Top,Flame,FlyQuest,Aatrox,Irelia,Morgana,Rakan,Jax,Fiora,1
NALCS,2018-2,43281.78641,3,1,Blue,Jungle,Santorin,FlyQuest,Sejuani,Irelia,Morgana,Rakan,Jax,Fiora,1
NALCS,2018-2,43281.78641,3,1,Blue,Middle,Keane,FlyQuest,Galio,Irelia,Morgana,Rakan,Jax,Fiora,1
NALCS,2018-2,43281.78641,3,1,Blue,ADC,WILDTURTLE,FlyQuest,Lucian,Irelia,Morgana,Rakan,Jax,Fiora,1
NALCS,2018-2,43281.78641,3,1,Blue,Support,JayJ,FlyQuest,Fiddlesticks,Irelia,Morgana,Rakan,Jax,Fiora,1
NALCS,2018-2,43281.78641,3,1,Red,Top,Lourlo,Golden Guardians,Malphite,Nocturne,Taliyah,Zoe,Lulu,Karma,0
NALCS,2018-2,43281.78641,3,1,Red,Jungle,Contractz,Golden Guardians,Braum,Nocturne,Taliyah,Zoe,Lulu,Karma,0
NALCS,2018-2,43281.78641,3,1,Red,Middle,Deftly,Golden Guardians,Kai'Sa,Nocturne,Taliyah,Zoe,Lulu,Karma,0
NALCS,2018-2,43281.78641,3,1,Red,ADC,Mickey,Golden Guardians,Vladimir,Nocturne,Taliyah,Zoe,Lulu,Karma,0
NALCS,2018-2,43281.78641,3,1,Red,Support,Matt,Golden Guardians,Shen,Nocturne,Taliyah,Zoe,Lulu,Karma,0
NALCS,2018-2,43281.78641,3,1,Blue,Team,Team,FlyQuest, ,Irelia,Morgana,Rakan,Jax,Fiora,1
NALCS,2018-2,43281.78641,3,1,Red,Team,Team,Golden Guardians, ,Nocturne,Taliyah,Zoe,Lulu,Karma,0
NALCS,2018-2,43281.81993,3,1,Blue,Top,Allorim,OpTic Gaming,Ornn,Aatrox,Taliyah,Nocturne,Galio,Soraka,0
NALCS,2018-2,43281.81993,3,1,Blue,Jungle,Gate,OpTic Gaming,Braum,Aatrox,Taliyah,Nocturne,Galio,Soraka,0
NALCS,2018-2,43281.81993,3,1,Blue,Middle,PowerOfEvil,OpTic Gaming,Tristana,Aatrox,Taliyah,Nocturne,Galio,Soraka,0
NALCS,2018-2,43281.81993,3,1,Blue,ADC,Arrow,OpTic Gaming,Ezreal,Aatrox,Taliyah,Nocturne,Galio,Soraka,0
NALCS,2018-2,43281.81993,3,1,Blue,Support,BIG,OpTic Gaming,Morgana,Aatrox,Taliyah,Nocturne,Galio,Soraka,0
NALCS,2018-2,43281.81993,3,1,Red,Top,Darshan,Counter Logic Gaming,Dr. Mundo,Kayle,Kai'sa,Xayah,Swain,Tahm Kench,1
NALCS,2018-2,43281.81993,3,1,Red,Jungle,Reignover,Counter Logic Gaming,Olaf,Kayle,Kai'sa,Xayah,Swain,Tahm Kench,1
NALCS,2018-2,43281.81993,3,1,Red,Middle,huhi,Counter Logic Gaming,Lissandra,Kayle,Kai'sa,Xayah,Swain,Tahm Kench,1
NALCS,2018-2,43281.81993,3,1,Red,ADC,Stixxay,Counter Logic Gaming,Lucian,Kayle,Kai'sa,Xayah,Swain,Tahm Kench,1
NALCS,2018-2,43281.81993,3,1,Red,Support,Biofrost,Counter Logic Gaming,Alistar,Kayle,Kai'sa,Xayah,Swain,Tahm Kench,1
NALCS,2018-2,43281.81993,3,1,Blue,Team,Team,OpTic Gaming, ,Aatrox,Taliyah,Nocturne,Galio,Soraka,0
NALCS,2018-2,43281.81993,3,1,Red,Team,Team,Counter Logic Gaming, ,Kayle,Kai'sa,Xayah,Swain,Tahm Kench,1
NALCS,2018-2,43282.58056,3,2,Blue,Top,Lourlo,Golden Guardians,Renekton,Morgana,Nocturne,Zoe,Varus,Ezreal,0
NALCS,2018-2,43282.58056,3,2,Blue,Jungle,Contractz,Golden Guardians,Trundle,Morgana,Nocturne,Zoe,Varus,Ezreal,0
NALCS,2018-2,43282.58056,3,2,Blue,Middle,Mickey,Golden Guardians,Irelia,Morgana,Nocturne,Zoe,Varus,Ezreal,0
NALCS,2018-2,43282.58056,3,2,Blue,ADC,Deftly,Golden Guardians,Brand,Morgana,Nocturne,Zoe,Varus,Ezreal,0
NALCS,2018-2,43282.58056,3,2,Blue,Support,Matt,Golden Guardians,Shen,Morgana,Nocturne,Zoe,Varus,Ezreal,0
NALCS,2018-2,43282.58056,3,2,Red,Top,Hauntzer,Team SoloMid,Aatrox,Swain,Taliyah,Rakan,Vladimir,Heimerdinger,1
NALCS,2018-2,43282.58056,3,2,Red,Jungle,Grig,Team SoloMid,Sejuani,Swain,Taliyah,Rakan,Vladimir,Heimerdinger,1
NALCS,2018-2,43282.58056,3,2,Red,Middle,Bjergsen,Team SoloMid,Darius,Swain,Taliyah,Rakan,Vladimir,Heimerdinger,1
NALCS,2018-2,43282.58056,3,2,Red,ADC,Zven,Team SoloMid,Kai'Sa,Swain,Taliyah,Rakan,Vladimir,Heimerdinger,1
NALCS,2018-2,43282.58056,3,2,Red,Support,Mithy,Team SoloMid,Alistar,Swain,Taliyah,Rakan,Vladimir,Heimerdinger,1
NALCS,2018-2,43282.58056,3,2,Blue,Team,Team,Golden Guardians, ,Morgana,Nocturne,Zoe,Varus,Ezreal,0
NALCS,2018-2,43282.58056,3,2,Red,Team,Team,Team SoloMid, ,Swain,Taliyah,Rakan,Vladimir,Heimerdinger,1
NALCS,2018-2,43282.61432,3,2,Blue,Top,Darshan,Counter Logic Gaming,Ornn,Sejuani,Kai'sa,Xayah,Swain,Xin Zhao,0
NALCS,2018-2,43282.61432,3,2,Blue,Jungle,Reignover,Counter Logic Gaming,Taliyah,Sejuani,Kai'sa,Xayah,Swain,Xin Zhao,0
NALCS,2018-2,43282.61432,3,2,Blue,Middle,huhi,Counter Logic Gaming,Yasuo,Sejuani,Kai'sa,Xayah,Swain,Xin Zhao,0
NALCS,2018-2,43282.61432,3,2,Blue,ADC,Stixxay,Counter Logic Gaming,Lucian,Sejuani,Kai'sa,Xayah,Swain,Xin Zhao,0
NALCS,2018-2,43282.61432,3,2,Blue,Support,Biofrost,Counter Logic Gaming,Braum,Sejuani,Kai'sa,Xayah,Swain,Xin Zhao,0
NALCS,2018-2,43282.61432,3,2,Red,Top,Flame,FlyQuest,Aatrox,Olaf,Nocturne,Irelia,Renekton,Jax,1
NALCS,2018-2,43282.61432,3,2,Red,Jungle,Santorin,FlyQuest,Kha'zix,Olaf,Nocturne,Irelia,Renekton,Jax,1
NALCS,2018-2,43282.61432,3,2,Red,Middle,Keane,FlyQuest,Zoe,Olaf,Nocturne,Irelia,Renekton,Jax,1
NALCS,2018-2,43282.61432,3,2,Red,ADC,WILDTURTLE,FlyQuest,Morgana,Olaf,Nocturne,Irelia,Renekton,Jax,1
NALCS,2018-2,43282.61432,3,2,Red,Support,JayJ,FlyQuest,Shen,Olaf,Nocturne,Irelia,Renekton,Jax,1
NALCS,2018-2,43282.61432,3,2,Blue,Team,Team,Counter Logic Gaming, ,Sejuani,Kai'sa,Xayah,Swain,Xin Zhao,0
NALCS,2018-2,43282.61432,3,2,Red,Team,Team,FlyQuest, ,Olaf,Nocturne,Irelia,Renekton,Jax,1
NALCS,2018-2,43282.65618,3,2,Blue,Top,Solo,Clutch Gaming,Dr. Mundo,Sejuani,Irelia,Zoe,Ornn,Singed,1
NALCS,2018-2,43282.65618,3,2,Blue,Jungle,LirA,Clutch Gaming,Xin Zhao,Sejuani,Irelia,Zoe,Ornn,Singed,1
NALCS,2018-2,43282.65618,3,2,Blue,Middle,Febiven,Clutch Gaming,Swain,Sejuani,Irelia,Zoe,Ornn,Singed,1
NALCS,2018-2,43282.65618,3,2,Blue,ADC,Apollo,Clutch Gaming,Lucian,Sejuani,Irelia,Zoe,Ornn,Singed,1
NALCS,2018-2,43282.65618,3,2,Blue,Support,Hakuho,Clutch Gaming,Zyra,Sejuani,Irelia,Zoe,Ornn,Singed,1
NALCS,2018-2,43282.65618,3,2,Red,Top,Impact,Team Liquid,Kled,Xayah,Taliyah,Nocturne,Skarner,Aatrox,0
NALCS,2018-2,43282.65618,3,2,Red,Jungle,Xmithie,Team Liquid,Trundle,Xayah,Taliyah,Nocturne,Skarner,Aatrox,0
NALCS,2018-2,43282.65618,3,2,Red,Middle,Pobelter,Team Liquid,Yasuo,Xayah,Taliyah,Nocturne,Skarner,Aatrox,0
NALCS,2018-2,43282.65618,3,2,Red,ADC,Doublelift,Team Liquid,Ezreal,Xayah,Taliyah,Nocturne,Skarner,Aatrox,0
NALCS,2018-2,43282.65618,3,2,Red,Support,Olleh,Team Liquid,Morgana,Xayah,Taliyah,Nocturne,Skarner,Aatrox,0
NALCS,2018-2,43282.65618,3,2,Blue,Team,Team,Clutch Gaming, ,Sejuani,Irelia,Zoe,Ornn,Singed,1
NALCS,2018-2,43282.65618,3,2,Red,Team,Team,Team Liquid, ,Xayah,Taliyah,Nocturne,Skarner,Aatrox,0
NALCS,2018-2,43282.69465,3,2,Blue,Top,Licorice,Cloud9,Irelia,Xayah,Kai'sa,Taliyah,Dr. Mundo,Kindred,0
NALCS,2018-2,43282.69465,3,2,Blue,Jungle,Svenskeren,Cloud9,Trundle,Xayah,Kai'sa,Taliyah,Dr. Mundo,Kindred,0
NALCS,2018-2,43282.69465,3,2,Blue,Middle,Jensen,Cloud9,Lulu,Xayah,Kai'sa,Taliyah,Dr. Mundo,Kindred,0
NALCS,2018-2,43282.69465,3,2,Blue,ADC,Goldenglue,Cloud9,Morgana,Xayah,Kai'sa,Taliyah,Dr. Mundo,Kindred,0
NALCS,2018-2,43282.69465,3,2,Blue,Support,Smoothie,Cloud9,Fiddlesticks,Xayah,Kai'sa,Taliyah,Dr. Mundo,Kindred,0
NALCS,2018-2,43282.69465,3,2,Red,Top,Huni,Echo Fox,Renekton,Tahm Kench,Nocturne,Swain,Aatrox,Ornn,1
NALCS,2018-2,43282.69465,3,2,Red,Jungle,Dardoch,Echo Fox,Braum,Tahm Kench,Nocturne,Swain,Aatrox,Ornn,1
NALCS,2018-2,43282.69465,3,2,Red,Middle,Altec,Echo Fox,Lucian,Tahm Kench,Nocturne,Swain,Aatrox,Ornn,1
NALCS,2018-2,43282.69465,3,2,Red,ADC,Fenix,Echo Fox,Karma,Tahm Kench,Nocturne,Swain,Aatrox,Ornn,1
NALCS,2018-2,43282.69465,3,2,Red,Support,Feng,Echo Fox,Alistar,Tahm Kench,Nocturne,Swain,Aatrox,Ornn,1
