league,split,week,game,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,result
EULCS,2018-2,5,1,Blue,Team,Team,Roccat, ,Galio,Taliyah,Zoe,Darius,Trundle,0
EULCS,2018-2,5,1,Red,Team,Team,Misfits, ,Aatrox,Heimerdinger,Nocturne,Morgana,Pyke,1
EULCS,2018-2,5,1,Blue,Team,Team,Unicorns of Love, ,Yasuo,Alistar,Kindred,Karthus,Swain,0
EULCS,2018-2,5,1,Red,Team,Team,Fnatic, ,Aatrox,Nocturne,Taliyah,Tahm Kench,Jarvan IV,1
EULCS,2018-2,5,1,Blue,Team,Team,G2 Esports, ,Talon,Swain,Pyke,Dr. Mundo,Darius,1
EULCS,2018-2,5,1,Red,Team,Team,Vitality, ,Heimerdinger,Aatrox,Nocturne,Yasuo,Irelia,0
EULCS,2018-2,5,2,Blue,Team,Team,Schalke 04, ,Heimerdinger,Yasuo,Rakan,Rumble,Dr. Mundo,1
EULCS,2018-2,5,2,Red,Team,Team,Unicorns of Love, ,Aatrox,Nocturne,Trundle,Kai'Sa,Cho'gath,0
EULCS,2018-2,5,2,Blue,Team,Team,H2K, ,Yasuo,Galio,Nocturne,Xayah,Taliyah,0
EULCS,2018-2,5,2,Red,Team,Team,Giants Gaming, ,Talon,Aatrox,Swain,Draven,Janna,1
EULCS,2018-2,5,2,Blue,Team,Team,Splyce, ,Swain,Dr. Mundo,Talon,Fiddlesticks,Gragas,1
EULCS,2018-2,5,2,Red,Team,Team,Vitality, ,Aatrox,Nocturne,Kindred,Pyke,Rakan,0
EULCS,2018-2,5,2,Blue,Team,Team,Misfits, ,Heimerdinger,Swain,Vladimir,Irelia,Kled,0
EULCS,2018-2,5,2,Red,Team,Team,Fnatic, ,Nocturne,Taliyah,Aatrox,Rakan,Alistar,1
EULCS,2018-2,5,2,Blue,Team,Team,Roccat, ,Heimerdinger,Yasuo,Braum,Brand,Dr. Mundo,1
EULCS,2018-2,5,2,Red,Team,Team,G2 Esports, ,Aatrox,Nocturne,Taliyah,Camille,Gragas,0
NALCS,2018-2,5,1,Blue,Team,Team,Echo Fox, ,Fiddlesticks,Taliyah,Kindred,Pyke,Soraka,0
NALCS,2018-2,5,1,Red,Team,Team,100 Thieves, ,Aatrox,Nocturne,Graves,Lucian,Varus,1
NALCS,2018-2,5,1,Blue,Team,Team,Cloud9, ,Rakan,Tahm Kench,Taliyah,Dr. Mundo,Yasuo,1
NALCS,2018-2,5,1,Red,Team,Team,Team Liquid, ,Aatrox,Nocturne,Zoe,Gnar,Darius,0
NALCS,2018-2,5,1,Blue,Team,Team,Team SoloMid, ,Taliyah,Rakan,Talon,Ornn,Dr. Mundo,0
NALCS,2018-2,5,1,Red,Team,Team,OpTic Gaming, ,Aatrox,Nocturne,Zoe,Trundle,Syndra,1
NALCS,2018-2,5,1,Blue,Team,Team,Golden Guardians, ,Shen,Taliyah,Sejuani,Galio,Dr. Mundo,1
NALCS,2018-2,5,1,Red,Team,Team,Counter Logic Gaming, ,Aatrox,Zoe,Nocturne,Darius,Gnar,0
NALCS,2018-2,5,1,Blue,Team,Team,FlyQuest, ,Morgana,Rakan,Swain,Heimerdinger,Gnar,1
NALCS,2018-2,5,1,Red,Team,Team,Clutch Gaming, ,Aatrox,Nocturne,Taliyah,Ashe,Lucian,0
NALCS,2018-2,5,2,Blue,Team,Team,OpTic Gaming, ,Swain,Taliyah,Trundle,Darius,Gnar,1
NALCS,2018-2,5,2,Red,Team,Team,Cloud9, ,Nocturne,Kindred,Aatrox,Orianna,Graves,0
NALCS,2018-2,5,2,Blue,Team,Team,FlyQuest, ,Swain,Rakan,Taliyah,Morgana,Pyke,1
NALCS,2018-2,5,2,Red,Team,Team,100 Thieves, ,Aatrox,Nocturne,Zoe,Gnar,Darius,0
NALCS,2018-2,5,2,Blue,Team,Team,Team Liquid, ,Morgana,Kindred,Taliyah,Alistar,Swain,1
NALCS,2018-2,5,2,Red,Team,Team,Counter Logic Gaming, ,Aatrox,Zoe,Rakan,Varus,Lucian,0
NALCS,2018-2,5,2,Blue,Team,Team,Clutch Gaming, ,Zoe,Taliyah,Dr. Mundo,Syndra,Gangplank,0
NALCS,2018-2,5,2,Red,Team,Team,Team SoloMid, ,Rakan,Nocturne,Aatrox,Varus,Ornn,1
NALCS,2018-2,5,2,Blue,Team,Team,Golden Guardians, ,Shen,Taliyah,Galio,Braum,Pyke,0
NALCS,2018-2,5,2,Red,Team,Team,Echo Fox, ,Aatrox,Zoe,Heimerdinger,Ashe,Talon,1
LPL,2018-2,4,1,Blue,Team,Team,Topsports Gaming, ,Tahm Kench,Irelia,Nocturne,Talon,Yasuo,0
LPL,2018-2,4,1,Red,Team,Team,Bilibili Gaming, ,Aatrox,Darius,Sejuani,Shen,Fiddlesticks,1
LPL,2018-2,4,2,Blue,Team,Team,Topsports Gaming, ,Gangplank,Zoe,Swain,Morgana,Vladimir,1
LPL,2018-2,4,2,Red,Team,Team,Bilibili Gaming, ,Aatrox,Sejuani,Darius,Camille,Taliyah,0
LPL,2018-2,4,3,Blue,Team,Team,Topsports Gaming, ,Gangplank,Morgana,Tahm Kench,Shen,Rakan,0
LPL,2018-2,4,3,Red,Team,Team,Bilibili Gaming, ,Darius,Zoe,Lucian,LeBlanc,Lissandra,1
LPL,2018-2,4,1,Blue,Team,Team,Invictus Gaming, ,Trundle,Swain,Nocturne,Xayah,Vladimir,1
LPL,2018-2,4,1,Red,Team,Team,Funplus Phoenix, ,Aatrox,Irelia,Taliyah,Lucian,Draven,0
LPL,2018-2,4,2,Blue,Team,Team,Invictus Gaming, ,Trundle,Nocturne,Zoe,Vladimir,Ryze,1
LPL,2018-2,4,2,Red,Team,Team,Funplus Phoenix, ,Aatrox,Camille,Shen,Irelia,Lulu,0
LPL,2018-2,4,1,Blue,Team,Team,JD Gaming, ,Shen,Morgana,Swain,Camille,Lissandra,1
LPL,2018-2,4,1,Red,Team,Team,Team WE, ,Aatrox,Zoe,Nocturne,Gangplank,Dr. Mundo,0
LPL,2018-2,4,2,Blue,Team,Team,Team WE, ,Taliyah,Nocturne,Zoe,Vladimir,Yasuo,1
LPL,2018-2,4,2,Red,Team,Team,JD Gaming, ,Shen,Swain,Aatrox,Talon,Lissandra,0
LPL,2018-2,4,3,Blue,Team,Team,Team WE, ,Taliyah,Zoe,Rakan,Sejuani,Dr. Mundo,0
LPL,2018-2,4,3,Red,Team,Team,JD Gaming, ,Swain,Morgana,Aatrox,Ashe,Varus,1
LPL,2018-2,4,1,Blue,Team,Team,Snake Esports, ,Zoe,Taliyah,Irelia,Varus,Ashe,1
LPL,2018-2,4,1,Red,Team,Team,LGD Gaming, ,Aatrox,Graves,Gragas,Yasuo,Gangplank,0
LPL,2018-2,4,2,Blue,Team,Team,LGD Gaming, ,Graves,Ryze,Gragas,Kennen,Yasuo,0
LPL,2018-2,4,2,Red,Team,Team,Snake Esports, ,Zoe,Taliyah,Aatrox,Nocturne,Darius,1
LPL,2018-2,4,1,Blue,Team,Team,Royal Never Give Up, ,Lucian,Ashe,Zoe,Morgana,Alistar,0
LPL,2018-2,4,1,Red,Team,Team,Edward Gaming, ,Vladimir,Aatrox,Swain,Sejuani,Trundle,1
LPL,2018-2,4,2,Blue,Team,Team,Edward Gaming, ,Vladimir,Swain,Aatrox,Darius,Dr. Mundo,0
LPL,2018-2,4,2,Red,Team,Team,Royal Never Give Up, ,Camille,Zoe,Gangplank,Tahm Kench,Rakan,1
LPL,2018-2,4,3,Blue,Team,Team,Royal Never Give Up, ,Zoe,Camille,Galio,Lucian,Mordekaiser,1
LPL,2018-2,4,3,Red,Team,Team,Edward Gaming, ,Aatrox,Taliyah,Kindred,Rakan,Gragas,0
LPL,2018-2,4,1,Blue,Team,Team,Royal Never Give Up, ,Lulu,Rakan,Swain,Morgana,Ashe,1
LPL,2018-2,4,1,Red,Team,Team,OMG, ,Aatrox,Taliyah,Vladimir,Camille,Sejuani,0
LPL,2018-2,4,2,Blue,Team,Team,OMG, ,Vladimir,Taliyah,Aatrox,Kennen,Darius,0
LPL,2018-2,4,2,Red,Team,Team,Royal Never Give Up, ,Nocturne,Zoe,Rakan,Ashe,Lucian,1
LPL,2018-2,4,1,Blue,Team,Team,Suning Gaming, ,Kled,Camille,Taliyah,Talon,Ryze,0
LPL,2018-2,4,1,Red,Team,Team,Rogue Warriors, ,Swain,Nocturne,Aatrox,Darius,Gangplank,1
LPL,2018-2,4,2,Blue,Team,Team,Rogue Warriors, ,Swain,Camille,Zoe,Darius,Dr. Mundo,0
LPL,2018-2,4,2,Red,Team,Team,Suning Gaming, ,Kled,Nocturne,Aatrox,Karthus,Lucian,1
LPL,2018-2,4,3,Blue,Team,Team,Suning Gaming, ,Kled,Camille,Nocturne,Galio,Ryze,0
LPL,2018-2,4,3,Red,Team,Team,Rogue Warriors, ,Swain,Aatrox,Rakan,Darius,Gangplank,1
LPL,2018-2,4,1,Blue,Team,Team,OMG, ,Vladimir,Taliyah,Aatrox,Sejuani,Camille,0
LPL,2018-2,4,1,Red,Team,Team,Vici Gaming, ,Zoe,Pyke,Morgana,Yasuo,LeBlanc,1
LPL,2018-2,4,2,Blue,Team,Team,Vici Gaming, ,Pyke,Zoe,LeBlanc,Xayah,Dr. Mundo,0
LPL,2018-2,4,2,Red,Team,Team,OMG, ,Taliyah,Aatrox,Nidalee,Camille,Darius,1
LPL,2018-2,4,3,Blue,Team,Team,Vici Gaming, ,Zoe,Pyke,Yasuo,LeBlanc,Ryze,0
LPL,2018-2,4,3,Red,Team,Team,OMG, ,Taliyah,Camille,Aatrox,Nidalee,Kindred,1
LPL,2018-2,5,1,Blue,Team,Team,Bilibili Gaming, ,Graves,Kindred,Ryze,Lucian,Braum,1
LPL,2018-2,5,1,Red,Team,Team,Snake Esports, ,Zoe,Aatrox,Taliyah,Morgana,Soraka,0
LPL,2018-2,5,2,Blue,Team,Team,Snake Esports, ,Zoe,Taliyah,Talon,Rakan,Irelia,1
LPL,2018-2,5,2,Red,Team,Team,Bilibili Gaming, ,Graves,Aatrox,Kindred,Braum,Morgana,0
LPL,2018-2,5,3,Blue,Team,Team,Bilibili Gaming, ,Graves,Kindred,Braum,Taric,Jayce,0
LPL,2018-2,5,3,Red,Team,Team,Snake Esports, ,Zoe,Aatrox,Talon,Rakan,Irelia,1
LPL,2018-2,5,1,Blue,Team,Team,Team WE, ,Camille,Shen,Darius,Gangplank,Kennen,1
LPL,2018-2,5,1,Red,Team,Team,Invictus Gaming, ,Aatrox,Talon,Taliyah,Morgana,Tahm Kench,0
LPL,2018-2,5,2,Blue,Team,Team,Team WE, ,Camille,Shen,Darius,Zoe,Ryze,0
LPL,2018-2,5,2,Red,Team,Team,Invictus Gaming, ,Aatrox,Talon,Taliyah,Galio,Rumble,1
LPL,2018-2,5,3,Blue,Team,Team,Invictus Gaming, ,Talon,Darius,Nocturne,Lucian,Varus,1
LPL,2018-2,5,3,Red,Team,Team,Team WE, ,Aatrox,Camille,Taliyah,Kennen,Gangplank,0
LPL,2018-2,5,1,Blue,Team,Team,Invictus Gaming, ,Zoe,Nocturne,Talon,Dr. Mundo,Pyke,1
LPL,2018-2,5,1,Red,Team,Team,Topsports Gaming, ,Aatrox,Swain,Lucian,Draven,Ezreal,0
LPL,2018-2,5,2,Blue,Team,Team,Topsports Gaming, ,Camille,LeBlanc,Zoe,Shen,Dr. Mundo,1
LPL,2018-2,5,2,Red,Team,Team,Invictus Gaming, ,Aatrox,Taliyah,Nocturne,Kennen,Gnar,0
LPL,2018-2,5,3,Blue,Team,Team,Invictus Gaming, ,Zoe,Nocturne,Irelia,Kennen,Morgana,1
LPL,2018-2,5,3,Red,Team,Team,Topsports Gaming, ,Aatrox,Taliyah,Swain,Dr. Mundo,Lucian,0
LPL,2018-2,5,1,Blue,Team,Team,Funplus Phoenix, ,Camille,Shen,Rakan,Darius,Pyke,1
LPL,2018-2,5,1,Red,Team,Team,JD Gaming, ,Aatrox,Swain,Taliyah,Fiddlesticks,Alistar,0
LPL,2018-2,5,2,Blue,Team,Team,Funplus Phoenix, ,Camille,Shen,Rakan,Kindred,Gragas,0
LPL,2018-2,5,2,Red,Team,Team,JD Gaming, ,Aatrox,Swain,Taliyah,Ashe,Fiddlesticks,1
LPL,2018-2,5,3,Blue,Team,Team,Funplus Phoenix, ,Camille,Zoe,Shen,Gangplank,Vladimir,0
LPL,2018-2,5,3,Red,Team,Team,JD Gaming, ,Aatrox,Taliyah,Swain,Kled,Darius,1
LPL,2018-2,5,1,Blue,Team,Team,JD Gaming, ,Kled,Nocturne,Taliyah,Fiddlesticks,Lucian,1
LPL,2018-2,5,1,Red,Team,Team,Rogue Warriors, ,Aatrox,Rakan,Kindred,Orianna,Alistar,0
LPL,2018-2,5,2,Blue,Team,Team,JD Gaming, ,Kled,Nocturne,Taliyah,Lucian,Kai'Sa,0
LPL,2018-2,5,2,Red,Team,Team,Rogue Warriors, ,Aatrox,Rakan,Darius,Morgana,Shen,1
LPL,2018-2,5,3,Blue,Team,Team,JD Gaming, ,Kled,Nocturne,Taliyah,Lucian,Sivir,1
LPL,2018-2,5,3,Red,Team,Team,Rogue Warriors, ,Aatrox,Rakan,Darius,Pyke,Tahm Kench,0
LPL,2018-2,5,1,Blue,Team,Team,LGD Gaming, ,Kindred,Kled,Gnar,Talon,Lucian,1
LPL,2018-2,5,1,Red,Team,Team,Team WE, ,Aatrox,Camille,Swain,Darius,Kennen,0
LPL,2018-2,5,2,Blue,Team,Team,Team WE, ,Orianna,Nocturne,Zoe,Ashe,Draven,0
LPL,2018-2,5,2,Red,Team,Team,LGD Gaming, ,Aatrox,Camille,Kled,LeBlanc,Vladimir,1
LPL,2018-2,5,1,Blue,Team,Team,Topsports Gaming, ,Irelia,Talon,Tahm Kench,LeBlanc,Kennen,1
LPL,2018-2,5,1,Red,Team,Team,LGD Gaming, ,Gragas,Aatrox,Zoe,Nocturne,Camille,0
LPL,2018-2,5,2,Blue,Team,Team,LGD Gaming, ,LeBlanc,Vladimir,Gragas,Taliyah,Kindred,1
LPL,2018-2,5,2,Red,Team,Team,Topsports Gaming, ,Zoe,Tahm Kench,Aatrox,Orianna,Shen,0
LPL,2018-2,5,3,Blue,Team,Team,Topsports Gaming, ,Talon,Tahm Kench,Nocturne,Dr. Mundo,Fiora,0
LPL,2018-2,5,3,Red,Team,Team,LGD Gaming, ,Aatrox,Swain,Zoe,Trundle,Fiddlesticks,1
LPL,2018-2,5,1,Blue,Team,Team,Royal Never Give Up, ,Lulu,Gangplank,Nocturne,Galio,Kennen,0
LPL,2018-2,5,1,Red,Team,Team,Funplus Phoenix, ,Aatrox,Vladimir,Swain,Gnar,Xayah,1
LPL,2018-2,5,2,Blue,Team,Team,Royal Never Give Up, ,Lulu,Taliyah,Varus,Gangplank,Galio,1
LPL,2018-2,5,2,Red,Team,Team,Funplus Phoenix, ,Aatrox,Vladimir,Swain,Kindred,Kai'Sa,0
LPL,2018-2,5,3,Blue,Team,Team,Royal Never Give Up, ,Varus,Taliyah,Nocturne,Lulu,Gragas,0
LPL,2018-2,5,3,Red,Team,Team,Funplus Phoenix, ,Aatrox,Swain,Zoe,Kai'Sa,Shen,1
LPL,2018-2,5,1,Blue,Team,Team,Royal Never Give Up, ,Kled,Lulu,Kindred,Xayah,Talon,0
LPL,2018-2,5,1,Red,Team,Team,Rogue Warriors, ,Aatrox,Swain,Taliyah,Shen,Alistar,1
LPL,2018-2,5,2,Blue,Team,Team,Royal Never Give Up, ,Kled,Lulu,Camille,Xayah,Varus,0
LPL,2018-2,5,2,Red,Team,Team,Rogue Warriors, ,Aatrox,Swain,Taliyah,Gnar,Zoe,1
LPL,2018-2,5,1,Blue,Team,Team,Edward Gaming, ,Shen,Sejuani,Lissandra,Xayah,Ornn,1
LPL,2018-2,5,1,Red,Team,Team,Suning Gaming, ,Galio,Zoe,Aatrox,Lucian,Ashe,0
LPL,2018-2,5,2,Blue,Team,Team,Suning Gaming, ,Talon,Galio,Zoe,Morgana,Lucian,0
LPL,2018-2,5,2,Red,Team,Team,Edward Gaming, ,Aatrox,Taliyah,Sejuani,Darius,Kennen,1
LPL,2018-2,5,1,Blue,Team,Team,Suning Gaming, ,Yasuo,Rakan,Zoe,Pyke,Shen,0
LPL,2018-2,5,1,Red,Team,Team,OMG, ,Aatrox,Swain,Taliyah,Kled,Dr. Mundo,1
LPL,2018-2,5,2,Blue,Team,Team,Suning Gaming, ,Yasuo,Rakan,Zoe,Pyke,Tahm Kench,1
LPL,2018-2,5,2,Red,Team,Team,OMG, ,Aatrox,Swain,Taliyah,Morgana,Lucian,0
LPL,2018-2,5,3,Blue,Team,Team,Suning Gaming, ,Yasuo,Zoe,Rakan,Lucian,Talon,1
LPL,2018-2,5,3,Red,Team,Team,OMG, ,Aatrox,Swain,Taliyah,Morgana,Karthus,0
LPL,2018-2,5,1,Blue,Team,Team,Vici Gaming, ,Zoe,Swain,Taliyah,Shen,Dr. Mundo,0
LPL,2018-2,5,1,Red,Team,Team,Edward Gaming, ,Talon,Aatrox,Nidalee,Varus,Ornn,1
LPL,2018-2,5,2,Blue,Team,Team,Vici Gaming, ,Zoe,Lucian,Galio,Varus,Ashe,0
LPL,2018-2,5,2,Red,Team,Team,Edward Gaming, ,Aatrox,Talon,Nidalee,Ornn,Alistar,1
LPL,2018-2,5,1,Blue,Team,Team,Vici Gaming, ,Taric,Braum,Swain,Kennen,Jax,0
LPL,2018-2,5,1,Red,Team,Team,Snake Esports, ,Talon,Aatrox,Taliyah,Xayah,Orianna,1
LPL,2018-2,5,2,Blue,Team,Team,Snake Esports, ,Talon,Taliyah,Rakan,Alistar,Tahm Kench,1
LPL,2018-2,5,2,Red,Team,Team,Vici Gaming, ,Taric,Morgana,Aatrox,Kai'Sa,Jayce,0
LCK,2018-2,6.1,1,Blue,Team,Team,Griffin, ,Rakan,Tahm Kench,Ashe,Gangplank,Dr. Mundo,1
LCK,2018-2,6.1,1,Red,Team,Team,Kingzone DragonX, ,Aatrox,Shen,Zoe,Jayce,Darius,0
LCK,2018-2,6.1,2,Blue,Team,Team,Kingzone DragonX, ,Shen,Zoe,Morgana,Vladimir,Dr. Mundo,0
LCK,2018-2,6.1,2,Red,Team,Team,Griffin, ,Aatrox,Rakan,Taliyah,LeBlanc,Kennen,1
LCK,2018-2,6.1,1,Blue,Team,Team,Gen.G, ,Yasuo,Trundle,Shen,Camille,Kindred,0
LCK,2018-2,6.1,1,Red,Team,Team,KT Rolster, ,Aatrox,Taliyah,Orianna,Zoe,Ryze,1
LCK,2018-2,6.1,2,Blue,Team,Team,KT Rolster, ,Trundle,Galio,Tahm Kench,Braum,Orianna,1
LCK,2018-2,6.1,2,Red,Team,Team,Gen.G, ,Aatrox,Taliyah,Rakan,Ashe,Ezreal,0
LCK,2018-2,6.2,1,Blue,Team,Team,SK Telecom T1, ,Zoe,Gragas,Nocturne,Darius,Orianna,1
LCK,2018-2,6.2,1,Red,Team,Team,BBQ Olivers, ,Aatrox,Tahm Kench,Taliyah,Kindred,LeBlanc,0
LCK,2018-2,6.2,2,Blue,Team,Team,BBQ Olivers, ,Gragas,Jayce,Varus,Alistar,Shen,1
LCK,2018-2,6.2,2,Red,Team,Team,SK Telecom T1, ,Aatrox,Taliyah,Swain,Yasuo,LeBlanc,0
LCK,2018-2,6.2,3,Blue,Team,Team,SK Telecom T1, ,Trundle,Swain,Ezreal,Varus,Yasuo,1
LCK,2018-2,6.2,3,Red,Team,Team,BBQ Olivers, ,Aatrox,Rakan,Taliyah,Orianna,Galio,0
LCK,2018-2,6.2,1,Blue,Team,Team,Hanwha Life Esports, ,Galio,Tahm Kench,Rakan,Talon,Zoe,0
LCK,2018-2,6.2,1,Red,Team,Team,Jin Air Green Wings, ,Aatrox,Swain,Morgana,Dr. Mundo,Yasuo,1
LCK,2018-2,6.2,2,Blue,Team,Team,Jin Air Green Wings, ,Morgana,Tahm Kench,Ezreal,Cho'gath,Dr. Mundo,0
LCK,2018-2,6.2,2,Red,Team,Team,Hanwha Life Esports, ,Aatrox,Taliyah,Swain,Yasuo,Lucian,1
LCK,2018-2,6.2,3,Blue,Team,Team,Hanwha Life Esports, ,Tahm Kench,Galio,Taliyah,Vladimir,Yasuo,1
LCK,2018-2,6.2,3,Red,Team,Team,Jin Air Green Wings, ,Aatrox,Trundle,Swain,Dr. Mundo,Gangplank,0
LCK,2018-2,6.2,1,Blue,Team,Team,MVP, ,Rakan,Zoe,Orianna,Gangplank,Darius,1
LCK,2018-2,6.2,1,Red,Team,Team,Afreeca Freecs, ,Aatrox,Taliyah,Morgana,Talon,Anivia,0
LCK,2018-2,6.2,2,Blue,Team,Team,Afreeca Freecs, ,Karthus,Mordekaiser,Morgana,Sion,Dr. Mundo,1
LCK,2018-2,6.2,2,Red,Team,Team,MVP, ,Aatrox,Taliyah,Rakan,Gangplank,Darius,0
LCK,2018-2,6.2,3,Blue,Team,Team,MVP, ,Rakan,Alistar,Talon,Trundle,Varus,0
LCK,2018-2,6.2,3,Red,Team,Team,Afreeca Freecs, ,Aatrox,Karthus,Mordekaiser,Morgana,Tahm Kench,1
LCK,2018-2,6.3,1,Blue,Team,Team,Kingzone DragonX, ,Gragas,Kindred,Sejuani,Orianna,Azir,1
LCK,2018-2,6.3,1,Red,Team,Team,KT Rolster, ,Aatrox,Taliyah,Zoe,Ryze,Kai'Sa,0
LCK,2018-2,6.3,2,Blue,Team,Team,KT Rolster, ,Zoe,Alistar,Tahm Kench,Cho'gath,Gangplank,1
LCK,2018-2,6.3,2,Red,Team,Team,Kingzone DragonX, ,Aatrox,Sejuani,Kindred,Ezreal,Jayce,0
LCK,2018-2,6.3,3,Blue,Team,Team,Kingzone DragonX, ,Gragas,Sejuani,Kindred,Gnar,Nocturne,1
LCK,2018-2,6.3,3,Red,Team,Team,KT Rolster, ,Aatrox,Taliyah,Zoe,Ryze,Vel'koz,0
LCK,2018-2,6.3,1,Blue,Team,Team,Gen.G, ,Shen,Pyke,Morgana,Jayce,Ezreal,1
LCK,2018-2,6.3,1,Red,Team,Team,Griffin, ,Aatrox,Rakan,Taliyah,Gangplank,Aurelion Sol,0
LCK,2018-2,6.3,2,Blue,Team,Team,Griffin, ,Rakan,Tahm Kench,Ashe,Aurelion Sol,Zoe,0
LCK,2018-2,6.3,2,Red,Team,Team,Gen.G, ,Aatrox,Taliyah,Trundle,Jayce,Camille,1
LCK,2018-2,6.4,1,Blue,Team,Team,BBQ Olivers, ,Jayce,Zoe,Taliyah,Camille,Kennen,0
LCK,2018-2,6.4,1,Red,Team,Team,Hanwha Life Esports, ,Aatrox,Swain,Rakan,Varus,Ezreal,1
LCK,2018-2,6.4,2,Blue,Team,Team,Hanwha Life Esports, ,Rakan,Galio,Taliyah,Jayce,Yasuo,0
LCK,2018-2,6.4,2,Red,Team,Team,BBQ Olivers, ,Aatrox,Kindred,Zoe,Malphite,Camille,1
LCK,2018-2,6.4,3,Blue,Team,Team,BBQ Olivers, ,Jayce,Zoe,Taliyah,Kennen,Gnar,0
LCK,2018-2,6.4,3,Red,Team,Team,Hanwha Life Esports, ,Aatrox,Swain,Rakan,Ezreal,Varus,1
LCK,2018-2,6.4,1,Blue,Team,Team,Jin Air Green Wings, ,Morgana,Orianna,Trundle,Darius,Jayce,0
LCK,2018-2,6.4,1,Red,Team,Team,SK Telecom T1, ,Aatrox,Taliyah,Nocturne,Zoe,Galio,1
LCK,2018-2,6.4,2,Blue,Team,Team,SK Telecom T1, ,Rakan,Nocturne,Varus,Azir,Darius,1
LCK,2018-2,6.4,2,Red,Team,Team,Jin Air Green Wings, ,Aatrox,Taliyah,Swain,Malphite,Ashe,0
LCK,2018-2,6.5,1,Blue,Team,Team,Afreeca Freecs, ,Kindred,Varus,Taliyah,Jayce,Skarner,0
LCK,2018-2,6.5,1,Red,Team,Team,Kingzone DragonX, ,Aatrox,Trundle,Zoe,Vel'koz,LeBlanc,1
LCK,2018-2,6.5,2,Blue,Team,Team,Kingzone DragonX, ,Yasuo,LeBlanc,Talon,Darius,Trundle,1
LCK,2018-2,6.5,2,Red,Team,Team,Afreeca Freecs, ,Aatrox,Taliyah,Varus,Kindred,Jayce,0
LCK,2018-2,6.5,1,Blue,Team,Team,Griffin, ,Rakan,Tahm Kench,Ashe,Gangplank,Camille,1
LCK,2018-2,6.5,1,Red,Team,Team,MVP, ,Aatrox,Taliyah,Trundle,Yasuo,Kai'Sa,0
LCK,2018-2,6.5,2,Blue,Team,Team,MVP, ,Shen,Vladimir,Trundle,Galio,Dr. Mundo,0
LCK,2018-2,6.5,2,Red,Team,Team,Griffin, ,Taliyah,Aatrox,Tahm Kench,Varus,Xayah,1
EULCS,2018-2,6,1,Blue,Team,Team,Misfits, ,Vladimir,Heimerdinger,Gragas,Ryze,Galio,1
EULCS,2018-2,6,1,Red,Team,Team,Unicorns of Love, ,Taliyah,Aatrox,Yasuo,Lucian,Gnar,0
EULCS,2018-2,6,1,Blue,Team,Team,H2K, ,Yasuo,Gragas,Nocturne,Rumble,Shen,0
EULCS,2018-2,6,1,Red,Team,Team,Roccat, ,Rakan,Taliyah,Ryze,Galio,Heimerdinger,1
EULCS,2018-2,6,1,Blue,Team,Team,Vitality, ,Gragas,Rakan,Nocturne,Yasuo,Talon,1
EULCS,2018-2,6,1,Red,Team,Team,Giants Gaming, ,Zoe,Aatrox,Swain,Braum,Morgana,0
EULCS,2018-2,6,1,Blue,Team,Team,G2 Esports, ,Rakan,Zoe,Rumble,Fiddlesticks,Jhin,1
EULCS,2018-2,6,1,Red,Team,Team,Splyce, ,Aatrox,Nocturne,Yasuo,LeBlanc,Orianna,0
EULCS,2018-2,6,1,Blue,Team,Team,Fnatic, ,Alistar,Rakan,Swain,Dr. Mundo,Poppy,1
EULCS,2018-2,6,1,Red,Team,Team,Schalke 04, ,Aatrox,Taliyah,Pyke,Heimerdinger,Zoe,0
EULCS,2018-2,6,2,Blue,Team,Team,Roccat, ,Heimerdinger,Zoe,Kindred,Alistar,Pyke,0
EULCS,2018-2,6,2,Red,Team,Team,Vitality, ,Aatrox,Taliyah,Rumble,Gragas,Gnar,1
EULCS,2018-2,6,2,Blue,Team,Team,Giants Gaming, ,Zoe,Dr. Mundo,Trundle,Alistar,Pyke,0
EULCS,2018-2,6,2,Red,Team,Team,Unicorns of Love, ,Taliyah,Aatrox,Nocturne,Lucian,Rakan,1
EULCS,2018-2,6,2,Blue,Team,Team,Fnatic, ,Rakan,Kindred,Draven,Graves,Morgana,1
EULCS,2018-2,6,2,Red,Team,Team,H2K, ,Aatrox,Nocturne,Taliyah,Orianna,Yasuo,0
EULCS,2018-2,6,2,Blue,Team,Team,Schalke 04, ,Heimerdinger,Brand,Aatrox,Trundle,Gnar,1
EULCS,2018-2,6,2,Red,Team,Team,G2 Esports, ,Taliyah,Nocturne,Rakan,Poppy,Cho'gath,0
EULCS,2018-2,6,2,Blue,Team,Team,Splyce, ,Yasuo,Taliyah,Dr. Mundo,Draven,Varus,1
EULCS,2018-2,6,2,Red,Team,Team,Misfits, ,Nocturne,Aatrox,Vladimir,Pyke,Tahm Kench,0
NALCS,2018-2,6,1,Blue,Team,Team,Team SoloMid, ,Morgana,Orianna,Aatrox,Ezreal,Ornn,0
NALCS,2018-2,6,1,Red,Team,Team,Cloud9, ,Tahm Kench,Nocturne,Taliyah,Gangplank,Gnar,1
NALCS,2018-2,6,1,Blue,Team,Team,Counter Logic Gaming, ,Kindred,Swain,Morgana,Tahm Kench,Heimerdinger,0
NALCS,2018-2,6,1,Red,Team,Team,OpTic Gaming, ,Taliyah,Nocturne,Varus,Xayah,Lucian,1
NALCS,2018-2,6,1,Blue,Team,Team,Echo Fox, ,Taliyah,Braum,Trundle,Lucian,Ezreal,1
